Raters,Reps,Cons,Stimuli,Comp,Prof,Acc,Intel,RT1,RT2
HR2,R3,POST,M15,4,4,4,4,4.61 ,2.31 
HR3,R1,PRE,F01,5,4,6,5,6.14 ,5.90 
HR3,R2,PRE,F01,5,6,6,6,5.92 ,5.49 
HR3,R3,PRE,F01,5,5,5,6,5.68 ,6.73 
HR3,R1,POST,F01,6,6,7,7,5.67 ,5.78 
HR3,R2,POST,F01,7,6,6,6,8.44 ,5.87 
HR3,R3,POST,F01,6,6,7,6,7.09 ,6.48 
HR3,R1,PRE,F02,5,6,6,6,5.90 ,12.62 
HR3,R2,PRE,F02,6,6,7,6,5.88 ,6.39 
HR3,R3,PRE,F02,5,6,6,7,7.23 ,7.09 
HR3,R1,POST,F02,7,7,7,7,5.20 ,5.39 
HR3,R2,POST,F02,6,6,7,7,5.21 ,5.35 
HR3,R3,POST,F02,6,7,7,7,6.18 ,5.91 
HR3,R1,PRE,F03,7,7,7,7,3.87 ,3.95 
HR3,R2,PRE,F03,7,7,7,7,4.14 ,5.30 
HR3,R3,PRE,F03,6,7,7,6,6.40 ,7.76 
HR3,R1,POST,F03,6,7,7,7,5.16 ,5.01 
HR3,R2,POST,F03,6,6,7,7,6.36 ,4.33 
HR3,R3,POST,F03,7,7,7,7,4.71 ,4.57 
HR3,R1,POST,F04,6,6,7,6,5.07 ,6.11 
HR3,R1,PRE,F04,6,6,6,6,5.41 ,4.99 
HR3,R2,POST,F04,6,6,6,6,5.01 ,5.36 
HR3,R2,PRE,F04,6,6,6,6,5.13 ,6.27 
HR3,R3,PRE,F04,6,6,6,6,5.84 ,5.58 
HR3,R3,POST,F04,6,7,6,6,5.16 ,14.04 
HR3,R1,PRE,F05,6,5,6,6,5.77 ,6.05 
HR3,R2,PRE,F05,5,6,6,6,6.84 ,6.84 
HR3,R3,PRE,F05,6,7,6,6,7.02 ,6.11 
HR3,R1,POST,F05,6,5,7,6,5.09 ,5.70 
HR3,R2,POST,F05,6,6,6,6,5.54 ,5.35 
HR3,R3,POST,F05,6,6,6,6,6.66 ,4.83 
HR3,R1,PRE,F06,5,5,6,5,5.56 ,4.81 
HR3,R2,PRE,F06,6,6,6,6,5.71 ,6.36 
HR3,R3,PRE,F06,7,6,6,6,11.42 ,5.27 
HR3,R1,POST,F06,6,6,5,5,6.09 ,5.20 
HR3,R2,POST,F06,5,6,6,6,5.53 ,6.32 
HR3,R3,POST,F06,5,6,7,6,5.65 ,5.86 
HR3,R1,PRE,F07,4,6,6,6,4.91 ,5.90 
HR3,R2,PRE,F07,6,6,7,6,4.95 ,4.93 
HR3,R3,PRE,F07,6,7,6,6,5.00 ,5.52 
HR3,R1,POST,F07,6,7,6,6,7.11 ,5.58 
HR3,R2,POST,F07,6,7,7,6,5.70 ,5.93 
HR3,R3,POST,F07,6,7,7,6,5.17 ,5.22 
HR3,R1,PRE,F08,6,6,6,5,5.17 ,10.18 
HR3,R2,PRE,F08,6,7,7,7,5.69 ,5.05 
HR3,R3,PRE,F08,6,7,6,6,5.76 ,5.32 
HR3,R1,POST,F08,5,5,6,6,5.96 ,7.34 
HR3,R2,POST,F08,6,7,6,6,5.86 ,5.35 
HR3,R3,POST,F08,6,6,6,6,5.60 ,5.51 
HR3,R1,PRE,F09,6,6,7,6,4.18 ,5.08 
HR3,R2,PRE,F09,6,7,6,6,4.71 ,4.99 
HR3,R3,PRE,F09,7,7,7,7,4.45 ,4.21 
HR3,R1,POST,F09,7,7,6,7,4.93 ,5.42 
HR3,R2,POST,F09,6,7,6,7,5.55 ,4.98 
HR3,R3,POST,F09,6,7,7,7,5.39 ,4.94 
HR3,R1,PRE,F10,5,6,5,6,5.32 ,5.20 
HR3,R2,PRE,F10,5,6,6,6,4.84 ,4.52 
HR3,R3,PRE,F10,6,6,6,6,4.47 ,4.50 
HR3,R1,POST,F10,6,6,6,6,5.91 ,5.28 
HR3,R2,POST,F10,6,7,5,6,5.19 ,9.69 
HR3,R3,POST,F10,6,6,7,6,5.45 ,7.24 
HR3,R1,PRE,F11,7,7,7,6,4.74 ,4.44 
HR3,R2,PRE,F11,6,7,6,6,4.67 ,5.77 
HR3,R3,PRE,F11,5,7,7,7,4.27 ,5.00 
HR3,R1,POST,F11,5,5,6,7,6.82 ,5.65 
HR3,R2,POST,F11,6,6,7,6,5.77 ,5.82 
HR3,R3,POST,F11,7,6,6,6,6.38 ,6.12 
HR3,R1,PRE,F12,6,7,7,7,6.94 ,6.03 
HR3,R2,PRE,F12,6,6,7,6,6.33 ,5.84 
HR3,R3,PRE,F12,6,7,7,6,6.01 ,5.58 
HR3,R1,POST,F12,7,7,7,7,5.77 ,5.80 
HR3,R2,POST,F12,6,7,6,6,6.02 ,7.26 
HR3,R3,POST,F12,6,7,6,6,6.35 ,7.73 
HR3,R1,PRE,F13,4,4,5,5,7.61 ,6.33 
HR3,R1,PRE,F13,5,5,6,6,5.74 ,6.36 
HR3,R2,PRE,F13,4,5,6,6,6.30 ,6.18 
HR3,R2,PRE,F13,5,6,6,6,6.32 ,7.64 
HR3,R3,PRE,F13,5,5,6,6,6.01 ,7.14 
HR3,R3,PRE,F13,5,5,6,6,7.92 ,6.17 
HR3,R1,PRE,F14,6,7,7,6,6.75 ,6.01 
HR3,R2,PRE,F14,6,7,6,6,4.95 ,6.10 
HR3,R3,PRE,F14,7,7,7,6,5.45 ,5.51 
HR3,R1,POST,F14,7,7,7,7,4.19 ,4.21 
HR3,R2,POST,F14,7,7,7,7,3.98 ,4.68 
HR3,R3,POST,F14,6,7,7,7,5.14 ,4.07 
HR3,R1,PRE,F15,6,5,6,5,5.75 ,6.74 
HR3,R2,PRE,F15,6,6,6,6,6.17 ,5.78 
HR3,R3,PRE,F15,6,6,7,6,6.09 ,5.37 
HR3,R1,POST,F15,6,7,7,6,5.95 ,7.75 
HR3,R2,POST,F15,6,7,6,6,7.08 ,6.26 
HR3,R3,POST,F15,6,6,7,6,5.12 ,5.16 
HR3,R1,PRE,M01,5,5,7,6,7.16 ,8.30 
HR3,R2,PRE,M01,5,5,6,6,7.34 ,7.26 
HR3,R3,PRE,M01,5,6,7,6,10.13 ,7.11 
HR3,R1,POST,M01,5,4,6,6,6.52 ,9.31 
HR3,R2,POST,M01,6,6,7,6,7.42 ,8.55 
HR3,R3,POST,M01,5,6,6,5,6.56 ,6.35 
HR3,R1,PRE,M02,6,6,7,6,5.74 ,6.07 
HR3,R2,PRE,M02,6,7,7,7,6.07 ,6.04 
HR3,R3,PRE,M02,6,7,7,7,7.99 ,6.23 
HR3,R1,POST,M02,7,7,7,7,4.55 ,4.48 
HR3,R2,POST,M02,7,7,7,7,5.00 ,5.56 
HR3,R3,POST,M02,7,7,6,6,4.79 ,4.02 
HR3,R1,PRE,M03,5,4,5,5,6.21 ,6.09 
HR3,R2,PRE,M03,5,4,5,6,6.05 ,7.29 
HR3,R3,PRE,M03,5,6,5,5,6.90 ,5.98 
HR3,R1,POST,M03,6,5,6,5,5.75 ,5.64 
HR3,R2,POST,M03,5,5,5,6,5.93 ,6.05 
HR3,R3,POST,M03,6,6,5,5,5.82 ,5.98 
HR3,R1,POST,M04,6,6,6,6,5.28 ,5.12 
HR3,R1,PRE,M04,6,5,6,5,4.72 ,9.07 
HR3,R2,PRE,M04,6,5,6,6,8.56 ,5.75 
HR3,R2,POST,M04,5,6,6,6,5.25 ,8.35 
HR3,R3,PRE,M04,6,6,6,6,5.24 ,4.36 
HR3,R3,POST,M04,6,6,6,6,5.56 ,6.68 
HR3,R1,PRE,M05,5,5,5,5,5.03 ,5.71 
HR3,R2,PRE,M05,5,5,6,6,7.44 ,6.45 
HR3,R3,PRE,M05,6,6,5,6,5.32 ,4.79 
HR3,R1,POST,M05,6,7,6,6,5.89 ,6.68 
HR3,R2,POST,M05,5,6,6,6,5.44 ,9.23 
HR3,R3,POST,M05,5,5,6,6,5.69 ,5.67 
HR3,R1,PRE,M06,5,4,5,5,6.30 ,5.64 
HR3,R2,PRE,M06,5,4,5,5,5.39 ,5.41 
HR3,R3,PRE,M06,5,5,5,5,5.91 ,5.55 
HR3,R1,POST,M06,5,4,5,5,5.22 ,5.55 
HR3,R2,POST,M06,5,5,5,5,5.68 ,5.83 
HR3,R3,POST,M06,6,6,5,5,6.37 ,5.40 
HR3,R1,PRE,M07,4,4,5,5,8.13 ,6.07 
HR3,R2,PRE,M07,5,5,5,5,6.19 ,6.62 
HR3,R3,PRE,M07,5,5,6,5,6.21 ,8.31 
HR3,R1,POST,M07,6,6,7,6,6.55 ,6.40 
HR3,R2,POST,M07,6,6,6,6,5.92 ,6.77 
HR3,R3,POST,M07,6,6,6,6,6.32 ,6.10 
HR3,R1,PRE,M08,6,7,6,6,5.49 ,6.66 
HR3,R2,PRE,M08,5,6,6,5,6.20 ,6.27 
HR3,R3,PRE,M08,5,6,6,6,4.89 ,5.44 
HR3,R1,POST,M08,6,6,7,6,4.61 ,4.79 
HR3,R2,POST,M08,6,7,7,6,4.59 ,4.53 
HR3,R3,POST,M08,6,6,6,6,4.93 ,4.27 
HR3,R1,PRE,M09,4,3,5,5,7.97 ,7.32 
HR3,R2,PRE,M09,5,5,6,5,7.67 ,8.70 
HR3,R3,PRE,M09,5,4,5,5,8.01 ,7.49 
HR3,R1,POST,M09,6,5,7,6,5.91 ,5.48 
HR3,R2,POST,M09,6,6,6,6,5.01 ,7.86 
HR3,R3,POST,M09,5,6,6,6,6.02 ,7.01 
HR3,R1,PRE,M10,5,5,6,6,6.32 ,7.53 
HR3,R2,PRE,M10,5,5,6,6,6.55 ,7.67 
HR3,R3,PRE,M10,5,6,6,6,5.98 ,7.10 
HR3,R1,POST,M10,6,5,5,5,6.11 ,7.86 
HR3,R2,POST,M10,5,6,5,5,5.80 ,5.95 
HR3,R3,POST,M10,5,6,5,5,5.74 ,5.86 
HR3,R1,PRE,M11,5,6,6,7,4.44 ,6.32 
HR3,R2,PRE,M11,6,6,7,6,4.76 ,5.32 
HR3,R3,PRE,M11,6,6,7,6,6.06 ,6.22 
HR3,R1,POST,M11,5,6,5,6,6.80 ,6.84 
HR3,R2,POST,M11,5,6,7,5,7.19 ,7.42 
HR3,R3,POST,M11,5,6,6,6,6.74 ,8.31 
HR3,R1,PRE,M12,6,7,7,6,5.67 ,5.25 
HR3,R2,PRE,M12,6,7,7,6,5.60 ,5.57 
HR3,R3,PRE,M12,6,7,7,6,4.97 ,5.19 
HR3,R1,POST,M12,5,6,7,7,7.56 ,7.74 
HR3,R2,POST,M12,5,6,6,5,7.55 ,7.31 
HR3,R3,POST,M12,5,6,5,6,8.83 ,7.18 
HR3,R1,PRE,M13,4,4,5,5,6.41 ,7.33 
HR3,R1,POST,M13,4,5,5,5,6.42 ,6.42 
HR3,R2,PRE,M13,5,5,5,5,6.13 ,6.53 
HR3,R2,POST,M13,5,5,6,6,6.53 ,8.85 
HR3,R3,PRE,M13,5,4,6,6,6.30 ,10.56 
HR3,R3,POST,M13,5,5,6,5,6.77 ,6.83 
HR3,R1,PRE,M14,5,5,5,6,5.93 ,6.72 
HR3,R2,PRE,M14,5,5,5,6,4.59 ,7.44 
HR3,R3,PRE,M14,5,5,6,5,6.29 ,6.17 
HR3,R1,POST,M14,5,4,5,5,9.29 ,11.67 
HR3,R2,POST,M14,4,5,6,5,6.56 ,9.34 
HR3,R3,POST,M14,5,6,5,5,8.69 ,11.19 
HR3,R1,PRE,M15,6,5,6,6,4.44 ,5.10 
HR3,R2,PRE,M15,6,5,6,6,4.87 ,4.99 
HR3,R3,PRE,M15,6,6,6,6,5.05 ,4.76 
HR3,R1,POST,M15,6,6,6,6,5.35 ,6.32 
HR3,R2,POST,M15,6,6,6,6,5.99 ,7.07 
HR3,R3,POST,M15,6,6,6,6,6.84 ,6.53 
HR4,R1,PRE,F01,4,4,5,5,5.24 ,6.68 
HR4,R2,PRE,F01,6,5,5,5,8.08 ,7.79 
HR4,R3,PRE,F01,3,4,4,5,6.49 ,5.49 
HR4,R1,POST,F01,5,5,6,5,5.49 ,7.14 
HR4,R2,POST,F01,5,5,5,5,5.38 ,6.25 
HR4,R3,POST,F01,5,5,5,5,6.66 ,8.19 
HR4,R1,PRE,F02,3,4,5,4,5.64 ,5.85 
HR4,R2,PRE,F02,4,5,3,4,5.55 ,6.72 
HR4,R3,PRE,F02,3,4,4,5,5.70 ,5.84 
HR4,R1,POST,F02,5,5,5,6,5.19 ,5.78 
HR4,R2,POST,F02,5,5,5,5,4.69 ,5.70 
HR4,R3,POST,F02,5,5,5,5,5.03 ,4.91 
HR4,R1,PRE,F03,6,6,7,7,4.44 ,3.72 
HR4,R2,PRE,F03,7,7,7,7,3.70 ,3.73 
HR4,R3,PRE,F03,7,7,7,7,4.07 ,3.80 
HR4,R1,POST,F03,6,6,7,7,4.35 ,4.52 
HR4,R2,POST,F03,7,6,7,7,3.98 ,4.20 
HR4,R3,POST,F03,5,6,7,7,6.09 ,4.23 
HR4,R1,POST,F04,6,6,6,6,4.58 ,8.31 
HR4,R1,PRE,F04,5,6,4,5,4.60 ,4.67 
HR4,R2,POST,F04,6,5,4,5,5.60 ,4.64 
HR4,R2,PRE,F04,6,5,4,5,4.69 ,3.07 
HR4,R3,PRE,F04,5,5,3,5,7.75 ,5.33 
HR4,R3,POST,F04,5,5,5,6,5.56 ,5.35 
HR4,R1,PRE,F05,4,4,5,5,5.02 ,6.31 
HR4,R2,PRE,F05,4,3,4,5,6.02 ,6.07 
HR4,R3,PRE,F05,4,5,4,5,5.81 ,5.97 
HR4,R1,POST,F05,5,4,5,5,4.84 ,16.58 
HR4,R2,POST,F05,5,4,5,5,5.77 ,5.93 
HR4,R3,POST,F05,5,4,4,5,6.55 ,5.16 
HR4,R1,PRE,F06,4,5,4,4,4.78 ,4.84 
HR4,R2,PRE,F06,5,5,4,5,4.91 ,5.08 
HR4,R3,PRE,F06,3,4,4,5,6.15 ,5.24 
HR4,R1,POST,F06,3,4,4,4,8.43 ,5.98 
HR4,R2,POST,F06,3,3,3,4,5.31 ,8.09 
HR4,R3,POST,F06,4,3,4,4,5.66 ,5.73 
HR4,R1,PRE,F07,4,5,4,5,7.83 ,5.01 
HR4,R2,PRE,F07,4,5,4,5,6.33 ,6.89 
HR4,R3,PRE,F07,4,5,5,4,6.50 ,4.43 
HR4,R1,POST,F07,4,5,5,4,5.92 ,5.36 
HR4,R2,POST,F07,4,5,4,5,5.42 ,5.57 
HR4,R3,POST,F07,4,5,4,5,5.52 ,5.57 
HR4,R1,PRE,F08,5,4,5,5,5.54 ,5.34 
HR4,R2,PRE,F08,5,4,4,5,5.85 ,10.27 
HR4,R3,PRE,F08,4,4,4,5,5.61 ,6.43 
HR4,R1,POST,F08,5,4,5,5,5.63 ,5.97 
HR4,R2,POST,F08,4,4,4,4,5.17 ,5.26 
HR4,R3,POST,F08,5,4,6,5,5.12 ,5.16 
HR4,R1,PRE,F09,5,6,5,6,5.21 ,4.89 
HR4,R2,PRE,F09,5,5,6,6,4.04 ,5.53 
HR4,R3,PRE,F09,5,6,5,6,7.02 ,4.13 
HR4,R1,POST,F09,3,4,5,4,5.10 ,6.11 
HR4,R2,POST,F09,5,5,6,5,4.80 ,5.34 
HR4,R3,POST,F09,5,5,4,5,5.88 ,4.75 
HR4,R1,PRE,F10,3,3,3,4,5.06 ,4.14 
HR4,R2,PRE,F10,3,4,3,4,6.82 ,4.24 
HR4,R3,PRE,F10,3,4,3,4,5.46 ,4.29 
HR4,R1,POST,F10,4,3,3,5,5.89 ,5.22 
HR4,R2,POST,F10,4,4,4,5,4.68 ,6.01 
HR4,R3,POST,F10,4,4,3,4,6.47 ,4.70 
HR4,R1,PRE,F11,6,6,6,6,4.11 ,4.37 
HR4,R2,PRE,F11,7,6,5,6,4.79 ,6.88 
HR4,R3,PRE,F11,7,6,4,4,5.37 ,3.56 
HR4,R1,POST,F11,3,4,3,4,6.33 ,5.45 
HR4,R2,POST,F11,4,3,4,4,6.27 ,7.01 
HR4,R3,POST,F11,4,3,5,5,6.35 ,11.74 
HR4,R1,PRE,F12,4,5,5,6,4.90 ,6.18 
HR4,R2,PRE,F12,3,4,4,5,5.84 ,6.08 
HR4,R3,PRE,F12,5,4,5,5,7.75 ,6.10 
HR4,R1,POST,F12,5,5,5,5,7.06 ,6.51 
HR4,R2,POST,F12,6,4,6,6,5.80 ,5.76 
HR4,R3,POST,F12,5,4,4,5,5.63 ,8.38 
HR4,R1,PRE,F13,3,4,4,4,3.82 ,6.36 
HR4,R1,PRE,F13,3,4,3,4,3.88 ,6.52 
HR4,R2,PRE,F13,4,4,4,4,6.98 ,5.72 
HR4,R2,PRE,F13,4,4,4,5,5.92 ,6.32 
HR4,R3,PRE,F13,5,4,4,5,7.88 ,5.86 
HR4,R3,PRE,F13,4,3,4,5,7.14 ,6.43 
HR4,R1,PRE,F14,4,6,4,5,6.16 ,5.02 
HR4,R2,PRE,F14,4,5,4,6,6.45 ,6.36 
HR4,R3,PRE,F14,5,6,5,5,8.36 ,6.12 
HR4,R1,POST,F14,6,5,5,5,3.83 ,4.02 
HR4,R2,POST,F14,6,5,5,6,3.90 ,6.41 
HR4,R3,POST,F14,6,5,5,5,8.26 ,3.98 
HR4,R1,PRE,F15,4,4,4,5,5.75 ,7.74 
HR4,R2,PRE,F15,4,4,5,5,5.93 ,8.31 
HR4,R3,PRE,F15,5,4,4,4,6.66 ,9.52 
HR4,R1,POST,F15,4,4,5,4,5.48 ,4.85 
HR4,R2,POST,F15,5,5,6,5,5.16 ,4.80 
HR4,R3,POST,F15,4,5,5,6,6.07 ,4.91 
HR4,R1,PRE,M01,4,4,5,4,6.93 ,7.13 
HR4,R2,PRE,M01,3,4,5,5,10.17 ,7.53 
HR4,R3,PRE,M01,4,5,5,5,7.39 ,7.36 
HR4,R1,POST,M01,3,4,5,5,6.72 ,6.58 
HR4,R2,POST,M01,4,3,4,4,8.97 ,6.29 
HR4,R3,POST,M01,4,5,3,4,7.29 ,7.88 
HR4,R1,PRE,M02,3,4,5,3,6.54 ,6.48 
HR4,R2,PRE,M02,3,3,3,4,5.74 ,5.49 
HR4,R3,PRE,M02,3,5,4,3,8.13 ,5.43 
HR4,R1,POST,M02,4,4,4,5,4.59 ,4.65 
HR4,R2,POST,M02,5,4,4,5,4.89 ,4.45 
HR4,R3,POST,M02,4,4,4,4,5.12 ,10.12 
HR4,R1,PRE,M03,3,3,3,3,4.88 ,5.91 
HR4,R2,PRE,M03,4,3,3,4,8.49 ,6.54 
HR4,R3,PRE,M03,3,3,4,4,10.74 ,6.00 
HR4,R1,POST,M03,4,3,3,4,8.40 ,5.37 
HR4,R2,POST,M03,5,4,3,5,6.17 ,8.36 
HR4,R3,POST,M03,5,4,3,5,5.23 ,7.09 
HR4,R1,POST,M04,4,4,5,6,5.95 ,5.42 
HR4,R1,PRE,M04,5,3,4,5,4.50 ,5.70 
HR4,R2,POST,M04,5,4,3,4,4.60 ,6.05 
HR4,R2,PRE,M04,5,4,3,4,5.68 ,4.50 
HR4,R3,PRE,M04,5,3,4,5,5.42 ,4.82 
HR4,R3,POST,M04,6,4,4,5,4.68 ,5.20 
HR4,R1,PRE,M05,4,3,3,4,4.99 ,6.91 
HR4,R2,PRE,M05,4,4,4,4,5.60 ,4.98 
HR4,R3,PRE,M05,5,4,4,5,4.96 ,5.94 
HR4,R1,POST,M05,3,4,4,4,13.04 ,6.38 
HR4,R2,POST,M05,4,3,3,5,7.17 ,5.10 
HR4,R3,POST,M05,4,3,4,5,6.64 ,5.67 
HR4,R1,PRE,M06,3,2,2,4,5.41 ,3.60 
HR4,R2,PRE,M06,3,2,3,4,5.83 ,6.78 
HR4,R3,PRE,M06,4,3,3,4,5.94 ,5.41 
HR4,R1,POST,M06,2,2,3,4,5.60 ,8.13 
HR4,R2,POST,M06,3,2,2,3,7.39 ,7.76 
HR4,R3,POST,M06,3,3,3,4,6.39 ,4.75 
HR4,R1,PRE,M07,4,4,4,4,6.63 ,6.35 
HR4,R2,PRE,M07,4,5,4,4,6.49 ,8.55 
HR4,R3,PRE,M07,4,4,5,5,7.99 ,7.04 
HR4,R1,POST,M07,5,5,5,5,5.71 ,4.98 
HR4,R2,POST,M07,5,5,5,6,4.78 ,5.20 
HR4,R3,POST,M07,5,5,6,6,6.46 ,7.75 
HR4,R1,PRE,M08,5,4,4,5,4.67 ,4.64 
HR4,R2,PRE,M08,4,4,5,5,5.05 ,5.67 
HR4,R3,PRE,M08,5,5,4,5,5.29 ,5.98 
HR4,R1,POST,M08,5,5,5,5,4.94 ,4.84 
HR4,R2,POST,M08,6,4,5,5,5.65 ,4.24 
HR4,R3,POST,M08,5,4,4,5,5.99 ,5.01 
HR4,R1,PRE,M09,2,3,3,3,7.15 ,7.40 
HR4,R2,PRE,M09,2,3,4,3,7.45 ,8.23 
HR4,R3,PRE,M09,2,3,4,3,9.82 ,7.68 
HR4,R1,POST,M09,3,3,3,4,5.54 ,5.09 
HR4,R2,POST,M09,4,4,3,4,6.07 ,5.84 
HR4,R3,POST,M09,5,4,4,5,5.96 ,5.05 
HR4,R1,PRE,M10,4,5,5,4,4.57 ,5.96 
HR4,R2,PRE,M10,5,4,5,4,5.27 ,6.37 
HR4,R3,PRE,M10,3,4,4,5,6.13 ,8.44 
HR4,R1,POST,M10,3,4,3,4,6.10 ,6.67 
HR4,R2,POST,M10,3,3,3,3,5.79 ,6.29 
HR4,R3,POST,M10,4,4,3,4,7.30 ,6.00 
HR4,R1,PRE,M11,6,5,6,5,4.44 ,4.07 
HR4,R2,PRE,M11,5,4,6,5,4.79 ,7.67 
HR4,R3,PRE,M11,5,5,4,5,4.61 ,7.24 
HR4,R1,POST,M11,3,4,4,4,9.13 ,6.91 
HR4,R2,POST,M11,3,4,5,3,6.51 ,6.81 
HR4,R3,POST,M11,2,4,5,4,7.42 ,7.20 
HR4,R1,PRE,M12,5,5,6,5,6.01 ,3.94 
HR4,R2,PRE,M12,5,5,6,5,5.34 ,4.85 
HR4,R3,PRE,M12,4,5,5,5,5.44 ,5.48 
HR4,R1,POST,M12,3,4,5,4,5.66 ,6.95 
HR4,R2,POST,M12,3,3,5,3,7.50 ,7.40 
HR4,R3,POST,M12,3,3,5,4,7.82 ,7.46 
HR4,R1,POST,M13,3,3,4,3,6.31 ,7.57 
HR4,R1,PRE,M13,2,3,2,3,6.18 ,6.63 
HR4,R2,POST,M13,3,4,3,3,6.67 ,6.39 
HR4,R2,PRE,M13,2,3,3,3,8.08 ,6.09 
HR4,R3,POST,M13,3,4,3,4,6.62 ,6.41 
HR4,R3,PRE,M13,2,4,3,4,6.68 ,6.78 
HR4,R1,PRE,M14,4,4,5,4,8.81 ,8.74 
HR4,R2,PRE,M14,4,4,4,4,6.38 ,5.81 
HR4,R3,PRE,M14,3,3,5,5,5.73 ,6.51 
HR4,R1,POST,M14,3,4,5,3,5.68 ,9.43 
HR4,R2,POST,M14,3,4,5,3,8.54 ,9.16 
HR4,R3,POST,M14,2,4,5,3,6.76 ,11.85 
HR4,R1,PRE,M15,6,5,3,4,5.14 ,5.45 
HR4,R2,PRE,M15,5,4,4,5,4.20 ,4.86 
HR4,R3,PRE,M15,5,4,4,5,5.22 ,4.17 
HR4,R1,POST,M15,4,4,4,5,6.11 ,5.68 
HR4,R2,POST,M15,5,4,4,5,6.10 ,5.60 
HR4,R3,POST,M15,4,3,4,5,5.48 ,5.94 
